,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
2099,2133,slap shot,4,8,13,180
2100,2134,the apartment,4,8,16,4
2101,2135,the sisterhood of the traveling pants,4,8,16,4
2102,2136,mank,1,6,8,97
2103,2137,bridget jones's diary,4,8,16,4
2104,2138,do lok tin si,4,5,8,45
2105,2139,the 'burbs,4,10,9,116
2106,2140,reality bites,4,8,16,4
2107,2141,inside llewyn davis,4,8,12,96
2108,2142,the nanny diaries,4,8,16,4
2109,2143,"hail, caesar!",4,8,10,72
2110,2144,wimbledon,4,15,13,111
2111,2145,the guard,4,5,9,201
2112,2146,shakespeare in love,4,8,11,186
2113,2147,electric dreams,4,8,12,96
2114,2148,buffalo '66,4,8,16,4
2115,2149,pk,4,8,1,145
2116,2150,chasing amy,4,8,16,4
2117,2151,mickey blue eyes,4,5,16,165
2118,2152,the princess diaries 2: royal engagement,4,14,16,67
2119,2153,back to school,4,15,13,111
2120,2154,how the grinch stole christmas,4,14,6,30
2121,2155,moonstruck,4,8,16,4
2122,2156,trainwreck,4,8,16,4
2123,2157,airheads,4,5,12,112
2124,2158,heavyweights,4,8,15,106
2125,2159,splash,4,7,16,450
2126,2160,aquamarine,4,14,6,30
2127,2161,"good morning, vietnam",1,6,8,97
2128,2162,how to be single,4,8,16,4
2129,2163,the invention of lying,4,7,16,450
2130,2164,the longest ride,4,8,16,4
2131,2165,it's complicated,4,8,16,4
2132,2166,p.s. i love you,4,8,16,4
2133,2167,masterminds,1,6,4,160
2134,2168,destination wedding,4,8,16,4
2135,2169,angels in the outfield,4,14,6,30
2136,2170,super troopers,4,5,10,102
2137,2171,happiest season,4,5,8,45
2138,2172,a good year,4,8,16,4
2139,2173,spirited,4,14,2,236
2140,2174,shortbus,4,8,16,4
2141,2175,beautiful creatures,6,7,16,185
2142,2176,the green mile,3,8,6,164
2143,2177,twilight,6,7,16,185
2144,2178,mine,6,7,9,181
2145,2179,the age of adaline,6,7,16,185
2146,2180,the curious case of benjamin button,6,7,16,185
2147,2181,meet joe black,6,7,16,185
2148,2182,edward scissorhands,6,7,16,185
2149,2183,three thousand years of longing,6,7,16,185
2150,2184,kimi no na wa.,0,8,6,41
2151,2185,the shape of water,6,7,16,185
2152,2186,field of dreams,6,14,6,77
2153,2187,pan's labyrinth,6,7,7,147
2154,2188,willy wonka &amp; the chocolate factory,10,7,2,137
2155,2189,the lovely bones,6,7,9,181
2156,2190,it's a wonderful life,6,14,6,77
2157,2192,vanilla sky,5,10,16,219
2158,2193,ghost,6,7,16,185
2159,2194,coraline,0,8,15,43
2160,2195,the man from earth,6,7,10,31
2161,2196,guillermo del toro's pinocchio,0,8,15,43
2162,2197,perfume: the story of a murderer,3,8,6,164
2163,2198,mr. nobody,6,7,16,185
2164,2199,the story of three loves,6,7,12,107
2165,2200,across the universe,6,7,11,200
2166,2201,bridge to terabithia,6,14,6,77
2167,2202,dark city,5,10,1,118
2168,2203,triangle,5,10,1,118
2169,2204,the nightmare before christmas,0,14,6,58
2170,2205,the secret garden,6,14,6,77
2171,2206,knight of cups,6,7,16,185
2172,2207,gräns,3,8,6,164
2173,2208,the lake house,6,7,16,185
2174,2209,the illusionist,6,7,10,31
2175,2210,somewhere in time,6,7,16,185
2176,2211,ponniyin selvan: part one,6,14,6,77
2177,2212,only lovers left alive,4,8,6,26
2178,2213,nanny mcphee,4,14,6,30
2179,2214,last christmas,4,8,6,26
2180,2215,a ghost story,6,7,16,185
2181,2216,downsizing,6,7,1,76
2182,2217,the fisher king,4,8,6,26
2183,2218,pink floyd: the wall,6,7,12,107
2184,2219,fire in the sky,1,8,6,190
2185,2220,prisoners of the ghostland,2,7,1,154
2186,2221,oxygène,6,7,1,76
2187,2222,what dreams may come,6,7,16,185
2188,2223,durante la tormenta,6,7,10,31
2189,2224,sliding doors,4,8,6,26
2190,2225,la belle époque,4,8,6,26
2191,2226,what women want,4,7,16,450
2192,2227,der himmel über berlin,6,7,16,185
2193,2228,paradise hills,5,10,1,118
2194,2229,tenki no ko,0,8,6,41
2195,2230,drive angry,2,7,9,128
2196,2231,the map of tiny perfect things,4,7,16,450
2197,2232,corpse bride,0,8,15,43
2198,2233,dorian gray,6,7,10,31
2199,2234,monster house,0,6,15,25
2200,2235,drop dead fred,4,8,6,26
2201,2236,mystery men,2,6,6,55
2202,2237,zapped!,4,7,1,211
2203,2238,papurika,0,8,6,41
2204,2239,bewitched,4,7,16,450
2205,2240,before i fall,6,7,10,31
2206,2241,"south park: bigger, longer &amp; uncut",0,6,6,101
2207,2242,the house with a clock in its walls,4,14,6,30
2208,2244,imaginary friends,4,14,6,30
2209,2245,lady in the water,6,7,10,31
2210,2246,powder,6,7,10,31
2211,2247,pete's dragon,2,16,5,18
2212,2248,city of ember,12,14,6,16
2213,2249,knights of the zodiac,2,16,8,0
2214,2250,puss in boots,0,16,5,3
2215,2251,catwoman,2,5,6,155
2216,2252,cloudy with a chance of meatballs 2,0,16,5,3
2217,2253,zardoz,12,7,1,198
2218,2254,stranger than fiction,4,8,6,26
2219,2255,horns,4,5,8,45
2220,2256,the phantom,2,16,5,18
2221,2257,son of the mask,4,14,6,30
2222,2258,elektra,2,16,4,91
2223,2259,tenkû no shiro rapyuta,0,16,15,9
2224,2260,dumbo,12,14,6,16
2225,2261,posledniy bogatyr. koren' zla,12,6,15,7
2226,2262,boku no hero academia: world heroes mission,0,4,17,12
2227,2263,wrath of the titans,2,16,6,19
2228,2264,jack,4,8,6,26
2229,2265,star wars: the clone wars,0,4,17,12
2230,2266,city of angels,6,7,16,185
2231,2267,the adventures of baron munchausen,12,6,6,29
2232,2268,my little pony: a new generation,0,16,5,3
2233,2269,the wiz,12,14,6,16
2234,2270,antz,0,16,5,3
2235,2271,aliens in the attic,12,6,15,7
2236,2272,little monsters,12,6,15,7
2237,2274,the rescuers,0,16,5,3
2238,2275,evan almighty,4,14,6,30
2239,2276,the spongebob movie: sponge on the run,0,16,5,3
2240,2277,tmnt,0,4,17,12
2241,2278,a little princess,6,14,6,77
2242,2279,kimetsu no yaiba: tsuzumi yashiki hen,0,4,6,84
2243,2280,choses secrètes,4,8,6,26
2244,2281,premonition,6,7,10,31
2245,2282,what men want,4,7,16,450
2246,2283,the lord of the rings: the war of the rohirrim,0,4,17,12
2247,2284,"20,000 leagues under the sea",12,8,15,46
2248,2285,mirror mirror,12,6,8,8
2249,2286,garfield,0,16,5,3
2250,2287,a midsummer night's dream,4,7,16,450
2251,2288,the polar express,0,16,5,3
2252,2289,cosmopolis,3,8,6,164
2253,2290,charlotte's web,12,6,15,7
2254,2291,the grinch,0,16,5,3
2255,2292,fistful of vengeance,2,5,8,269
2256,2293,spellbound,0,16,5,3
2257,2294,a wrinkle in time,12,14,6,16
2258,2295,zoom,2,16,5,18
2259,2296,karigurashi no arietty,0,16,8,40
2260,2297,like mike,4,14,6,30
2261,2298,peter rabbit,12,6,4,63
2262,2299,the black cauldron,0,4,17,12
2263,2300,defending your life,4,8,6,26
2264,2301,it's a boy girl thing,4,7,16,450
2265,2302,xanadu,5,2,16,222
2266,2303,beastly,6,7,16,185
2267,2304,isn't it romantic,4,7,2,234
2268,2305,black knight,12,6,6,29
2269,2306,the spirit,2,5,6,155
2270,2307,carousel,6,7,2,212
2271,2308,the rescuers down under,0,16,5,3
2272,2309,black mirror: bandersnatch,6,7,10,31
2273,2310,if i stay,6,7,12,107
2274,2311,inland empire,6,7,10,31
2275,2312,mr. peabody &amp; sherman,0,16,5,3
2276,2313,the family man,4,8,6,26
2277,2314,rogue squadron,2,16,8,0
2278,2316,ruby sparks,4,8,6,26
2279,2317,the jacket,6,7,10,31
2280,2318,waking life,0,8,6,41
2281,2320,untitled taika waititi star wars film,2,16,6,19
2282,2321,the neverending story ii: the next chapter,12,8,15,46
2283,2322,the one i love,4,8,6,26
2284,2323,the siege of robin hood,2,16,6,19
2285,2324,the legend of hercules,2,16,6,19
2286,2325,the brass teapot,4,7,9,226
2287,2326,outside the wire,2,16,6,19
2288,2327,fantasia,0,14,6,58
2289,2328,fire and ice,0,16,6,104
2290,2329,astérix &amp; obélix: mission cléopâtre,12,6,15,7
2291,2330,doctor dolittle,4,14,6,30
2292,2331,la belle et la bête,6,14,6,77
2293,2332,welcome to marwen,1,6,8,97
2294,2333,peter rabbit 2: the runaway,12,6,4,63
2295,2334,alvin and the chipmunks: the squeakquel,0,16,5,3
2296,2335,arthur et les minimoys,0,16,5,3
2297,2337,winnie the pooh,0,16,5,3
2298,2338,the curse of the were-rabbit,0,16,5,3
2299,2339,deathstalker,2,16,6,19
2300,2340,over the moon,0,16,5,3
2301,2341,the spongebob movie: sponge out of water,0,16,5,3
2302,2342,inkheart,12,14,6,16
2303,2343,gong fu yu jia,2,16,5,18
2304,2344,kurenai no buta,0,16,5,3
2305,2345,the last unicorn,0,16,8,40
2306,2346,mortal kombat: annihilation,2,16,6,19
2307,2347,the santa clause,4,8,15,106
2308,2348,the happytime murders,2,6,4,283
2309,2349,aladdin 2,12,6,15,7
2310,2350,dragonheart,2,16,6,19
2311,2351,gnomeo &amp; juliet,0,16,5,3
2312,2352,wolfwalkers,0,16,15,9
2313,2353,the master of disguise,12,6,15,7
2314,2354,harry and the hendersons,4,14,6,30
2315,2355,the man who killed don quixote,12,6,8,8
2316,2356,osmosis jones,0,4,17,12
2317,2357,the indian in the cupboard,6,14,6,77
2318,2358,bedknobs and broomsticks,0,16,5,3
2319,2359,bill &amp; ted's bogus journey,12,6,6,29
2320,2360,supergirl,2,16,6,19
2321,2361,spy kids 4: all the time in the world,2,16,5,18
2322,2362,the sword in the stone,0,16,5,3
2323,2363,the golden voyage of sinbad,2,16,6,19
2324,2364,the lego ninjago movie,0,4,17,12
2325,2365,always,6,7,16,185
2326,2366,season of the witch,2,16,6,19
2327,2367,mugen no jûnin,2,8,6,66
2328,2368,a dog's purpose,12,6,8,8
2329,2369,kubo and the two strings,0,4,17,12
2330,2370,die unendliche geschichte iii: rettung aus phantasien,12,6,15,7
2331,2371,every day,6,7,16,185
2332,2372,the forbidden kingdom,2,16,6,19
2333,2373,wonder park,0,16,5,3
2334,2374,nanny mcphee and the big bang,4,14,6,30
2335,2375,penelope,4,7,16,450
2336,2376,the golden child,2,16,5,18
2337,2377,la double vie de véronique,6,7,12,107
2338,2378,kate &amp; leopold,4,7,16,450
2339,2379,song of the south,0,6,15,25
2340,2380,atrangi re,4,8,6,26
2341,2381,storks,0,16,5,3
2342,2382,suzume no tojimari,0,4,17,12
2343,2383,tomb raider 2,2,16,6,19
2344,2384,ramona and beezus,4,8,15,106
2345,2385,race to witch mountain,2,16,15,83
2346,2386,mighty aphrodite,4,8,6,26
2347,2387,strawberry mansion,12,6,8,8
2348,2388,in the name of the king: a dungeon siege tale,2,16,6,19
2349,2389,siu lam juk kau,2,6,6,55
2350,2390,ghosts of girlfriends past,4,7,16,450
2351,2391,teen witch,4,7,16,450
2352,2392,we're back! a dinosaur's story,0,16,5,3
2353,2393,smurfs: the lost village,0,16,5,3
2354,2394,naked,4,7,16,450
2355,2395,star trek v: the final frontier,2,16,6,19
2356,2396,when we first met,4,7,16,450
2357,2397,birth,6,7,10,31
2358,2398,safety not guaranteed,12,6,8,8
2359,2399,"alexander and the terrible, horrible, no good, very bad day",4,8,15,106
2360,2400,the kid who would be king,2,16,15,83
2361,2401,just my luck,4,7,16,450
2362,2402,a boy called christmas,12,8,15,46
2363,2403,scoob!: holiday haunt,0,16,5,3
2364,2404,ôkami kodomo no ame to yuki,0,8,15,43
2365,2405,the last son,2,16,4,91
2366,2406,left behind,2,7,1,154
2367,2407,alvin and the chipmunks: the road chip,0,16,5,3
2368,2408,the incal,12,6,4,63
2369,2409,heaven can wait,4,7,16,450
2370,2410,kaguya-hime no monogatari,0,8,15,43
2371,2411,neko no ongaeshi,0,16,5,3
2372,2412,the halfway house,6,7,10,31
2373,2413,the borrowers,12,6,15,7
2374,2414,dragonslayer,2,16,6,19
2375,2415,blithe spirit,4,7,16,450
2376,2416,yuk po tuen: tau ching bo gam,4,8,6,26
2377,2417,viy,12,7,10,126
2378,2418,the brave little toaster,0,16,15,9
2379,2419,zookeeper,4,14,6,30
2380,2420,paranorman,0,16,5,3
2381,2421,the pagemaster,0,16,5,3
2382,2422,america: the motion picture,0,4,17,12
2383,2423,mr. magorium's wonder emporium,4,14,6,30
2384,2425,abominable,0,16,5,3
2385,2426,la cité des enfants perdus,6,7,1,76
2386,2427,minnal murali,2,16,5,18
2387,2428,the hudsucker proxy,4,8,6,26
